,Unnamed: 0,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales,year,month,day,discount,competitor_price,price_elasticity,order_days,ship_days
4808,4808,4809,CA-2015-149055,2015-11-23,2015-11-28,3,PB-19210,Phillip Breyer,1,0,372,36,19134.0,1,OFF-EN-10003040,1,7,1316,62.808,2015,11,23,0.1266246525057344,59.37894364537059,1.057748692450792,324,325
4809,4809,4810,CA-2016-151589,2016-12-27,2016-12-30,0,RE-19450,Richard Eichhorn,0,0,132,47,54703.0,0,OFF-PA-10003228,1,12,1701,195.64,2016,12,27,0.198317541180408,209.2769004705066,0.934838004386306,724,723
4810,4810,4811,CA-2016-151589,2016-12-27,2016-12-30,0,RE-19450,Richard Eichhorn,0,0,132,47,54703.0,0,TEC-PH-10004345,2,13,437,239.9,2016,12,27,0.2822674420154686,237.19876225633743,1.0113880768936871,724,723
4811,4811,4812,CA-2017-121370,2017-11-14,2017-11-19,2,EB-14110,Eugene Barchas,0,0,372,36,19134.0,1,FUR-CH-10000785,0,5,749,380.058,2017,11,14,0.250662469310798,358.3366960892007,1.0606170234526922,1046,1047
4812,4812,4813,CA-2017-121370,2017-11-14,2017-11-19,2,EB-14110,Eugene Barchas,0,0,372,36,19134.0,1,TEC-CO-10004115,2,6,1445,1199.976,2017,11,14,0.2293886088899681,1128.1155788086392,1.0636995202807589,1046,1047
4813,4813,4814,CA-2017-121370,2017-11-14,2017-11-19,2,EB-14110,Eugene Barchas,0,0,372,36,19134.0,1,FUR-FU-10002813,0,9,482,48.576,2017,11,14,0.0857181158975611,52.00554793564176,0.934054190912748,1046,1047
4814,4814,4815,CA-2017-111696,2017-05-08,2017-05-10,0,TB-21625,Trudy Brown,0,0,265,3,90004.0,3,OFF-PA-10002751,1,12,1705,17.94,2017,5,8,0.1961583392507234,18.05464320644748,0.9936502092488576,856,854
4815,4815,4816,CA-2015-139598,2015-12-26,2015-12-31,3,MG-17695,Maureen Gnade,0,0,372,36,19134.0,1,OFF-PA-10004569,1,12,1652,18.264,2015,12,26,0.1258882775669298,19.62548867526389,0.9306265083233354,357,358
4816,4816,4817,CA-2015-139598,2015-12-26,2015-12-31,3,MG-17695,Maureen Gnade,0,0,372,36,19134.0,1,OFF-AP-10002998,1,1,814,34.656,2015,12,26,0.2460037969910525,33.62097454181781,1.0307851117431122,357,358
4817,4817,4818,CA-2015-139598,2015-12-26,2015-12-31,3,MG-17695,Maureen Gnade,0,0,372,36,19134.0,1,OFF-AP-10003287,1,1,1575,81.552,2015,12,26,0.2253781389564318,81.00561350840533,1.0067450447929511,357,358
4818,4818,4819,CA-2015-139598,2015-12-26,2015-12-31,3,MG-17695,Maureen Gnade,0,0,372,36,19134.0,1,OFF-ST-10001370,1,14,1436,227.136,2015,12,26,0.1973548934756119,240.48904838000016,0.9444754408986606,357,358
4819,4819,4820,CA-2018-117436,2018-06-08,2018-06-14,3,LW-17125,Liz Willingham,0,0,338,5,6360.0,1,OFF-BI-10004040,1,3,1634,10.36,2018,6,8,0.0750730104698877,10.713193605469115,0.9670319030462764,1252,1254
4820,4820,4821,CA-2016-140025,2016-04-07,2016-04-11,3,PF-19120,Peter Fuller,0,0,432,41,78207.0,0,OFF-AP-10002651,1,1,869,463.248,2016,4,7,0.2870379006525979,450.1652728920332,1.0290620531964147,460,460
4821,4821,4822,CA-2016-140025,2016-04-07,2016-04-11,3,PF-19120,Peter Fuller,0,0,432,41,78207.0,0,TEC-AC-10002402,2,0,1327,383.952,2016,4,7,0.2765392215746597,361.2517676285596,1.0628377060144405,460,460
4822,4822,4823,CA-2017-134222,2017-07-10,2017-07-11,1,NZ-18565,Nick Zandusky,2,0,528,1,85364.0,3,OFF-BI-10001658,1,3,710,44.856,2017,7,10,0.1578776567231362,44.60552960752298,1.005615231893464,919,916
4823,4823,4824,CA-2017-140018,2017-11-21,2017-11-26,3,CK-12205,Chloris Kastensmidt,0,0,94,33,43229.0,1,TEC-MA-10000752,2,11,1562,30.345,2017,11,21,0.2772067089719358,28.26720293572924,1.073505577081504,1053,1054
4824,4824,4825,CA-2017-140018,2017-11-21,2017-11-26,3,CK-12205,Chloris Kastensmidt,0,0,94,33,43229.0,1,FUR-CH-10003817,0,5,770,127.554,2017,11,21,0.283717836274485,124.55929214469404,1.0240424283386835,1053,1054
4825,4825,4826,CA-2017-140018,2017-11-21,2017-11-26,3,CK-12205,Chloris Kastensmidt,0,0,94,33,43229.0,1,FUR-FU-10001876,0,9,465,77.952,2017,11,21,0.2149148505863597,81.75103469720894,0.9535292157306648,1053,1054
4826,4826,4827,US-2018-136707,2018-11-12,2018-11-15,0,JE-15610,Jim Epp,1,0,265,3,90036.0,3,OFF-BI-10003460,1,3,49,14.016,2018,11,12,0.0711917910261541,13.066812524670734,1.0726410877585606,1409,1408
4827,4827,4828,CA-2015-152562,2015-11-01,2015-11-08,3,JO-15145,Jack O'Briant,1,0,405,15,40475.0,2,OFF-ST-10000464,1,14,1102,69.52,2015,11,1,0.1675049133112698,71.40225543292443,0.973638711809424,302,305
4828,4828,4829,CA-2015-152562,2015-11-01,2015-11-08,3,JO-15145,Jack O'Briant,1,0,405,15,40475.0,2,OFF-AR-10001919,1,2,1192,5.64,2015,11,1,0.2683001022162469,5.420193824866375,1.0405531946339657,302,305
4829,4829,4830,CA-2017-152408,2017-05-15,2017-05-21,3,TT-21220,Thomas Thornton,0,0,327,30,10035.0,1,OFF-BI-10002393,1,3,329,13.776,2017,5,15,0.2108860350636087,13.686045836201473,1.0065726919867963,863,865
4830,4830,4831,CA-2015-120278,2015-11-07,2015-11-12,3,MS-17365,Maribeth Schnelling,0,0,508,47,54401.0,0,OFF-AP-10001293,1,1,298,245.88,2015,11,7,0.205546165670432,262.7947495578337,0.935635131271482,308,309
4831,4831,4832,CA-2015-120278,2015-11-07,2015-11-12,3,MS-17365,Maribeth Schnelling,0,0,508,47,54401.0,0,OFF-ST-10004258,1,14,1291,36.63,2015,11,7,0.120004013327994,36.617273248927255,1.000347561408689,308,309
4832,4832,4833,CA-2015-120278,2015-11-07,2015-11-12,3,MS-17365,Maribeth Schnelling,0,0,508,47,54401.0,0,OFF-ST-10002214,1,14,1658,22.58,2015,11,7,0.2244787776063651,21.441522213049005,1.0530968732368329,308,309
4833,4833,4834,CA-2015-120278,2015-11-07,2015-11-12,3,MS-17365,Maribeth Schnelling,0,0,508,47,54401.0,0,OFF-BI-10004970,1,3,32,12.39,2015,11,7,0.0600886756030284,11.66217982804935,1.062408587646722,308,309
4834,4834,4835,CA-2018-167661,2018-10-05,2018-10-10,3,MP-18175,Mike Pelletier,2,0,436,3,94110.0,3,OFF-BI-10002571,1,3,245,39.92,2018,10,5,0.1774860497140622,42.59103160280677,0.9372865248318908,1371,1372
4835,4835,4836,CA-2018-167661,2018-10-05,2018-10-10,3,MP-18175,Mike Pelletier,2,0,436,3,94110.0,3,OFF-PA-10002581,1,12,1739,61.96,2018,10,5,0.238469175878925,64.42993409583347,0.9616648048691206,1371,1372
4836,4836,4837,CA-2018-167661,2018-10-05,2018-10-10,3,MP-18175,Mike Pelletier,2,0,436,3,94110.0,3,OFF-BI-10001097,1,3,256,19.936,2018,10,5,0.2910204197068857,21.35747203894168,0.9334438066288993,1371,1372
4837,4837,4838,CA-2018-106831,2018-06-01,2018-06-03,0,FH-14350,Fred Harton,0,0,126,33,43017.0,1,OFF-BI-10003429,1,3,408,3.798,2018,6,1,0.1227623942454084,3.85503049407265,0.9852062145395898,1245,1243
4838,4838,4839,CA-2018-106831,2018-06-01,2018-06-03,0,FH-14350,Fred Harton,0,0,126,33,43017.0,1,OFF-PA-10000682,1,12,1709,27.744,2018,6,1,0.141898755613887,25.77340138362532,1.076458616658439,1245,1243
4839,4839,4840,CA-2018-106831,2018-06-01,2018-06-03,0,FH-14350,Fred Harton,0,0,126,33,43017.0,1,TEC-PH-10001700,2,13,1240,158.376,2018,6,1,0.1512468074439195,155.90611319306817,1.0158421421479042,1245,1243
4840,4840,4841,CA-2018-154123,2018-11-20,2018-11-25,3,SC-20050,Sample Company A,2,0,194,15,42420.0,2,FUR-FU-10000629,0,9,31,27.58,2018,11,20,0.119468512880434,28.01907845120186,0.9843293043357382,1417,1418
4841,4841,4842,CA-2017-136049,2017-12-23,2017-12-28,3,NM-18520,Neoma Murray,0,0,46,33,43402.0,1,OFF-BI-10001267,1,3,1589,5.553,2017,12,23,0.2438381675123069,5.576703684499513,0.9957495169475478,1085,1086
4842,4842,4843,CA-2018-118402,2018-09-29,2018-10-04,3,JO-15280,Jas O'Carroll,0,0,287,40,38109.0,2,OFF-ST-10001418,1,14,418,243.92,2018,9,29,0.2128705047529746,241.7256318407217,1.0090779291487146,1365,1366
4843,4843,4844,US-2017-139388,2017-11-07,2017-11-09,0,CC-12475,Cindy Chapman,0,0,240,28,8701.0,1,OFF-FA-10004968,1,8,1358,14.96,2017,11,7,0.0793853490078369,14.769881961528196,1.0128720079799562,1039,1037
4844,4844,4845,US-2015-128685,2015-04-04,2015-04-05,0,MZ-17515,Mary Zewe,1,0,265,3,90008.0,3,OFF-BI-10004140,1,3,259,7.184,2015,4,4,0.2629150580206738,6.471976375813752,1.110016412737094,91,88
4845,4845,4846,CA-2016-124044,2016-07-23,2016-07-26,2,MS-17830,Melanie Seite,0,0,408,30,14609.0,1,OFF-BI-10003460,1,3,49,10.512,2016,7,23,0.1098674495964211,9.998410905259874,1.0513670721884356,567,566
4846,4846,4847,CA-2015-164469,2015-06-25,2015-06-27,2,GK-14620,Grace Kelly,1,0,428,35,97301.0,3,TEC-PH-10002115,2,13,1264,263.96,2015,6,25,0.1520350457792533,247.17750468424413,1.0678965318352678,173,171
4847,4847,4848,CA-2015-164469,2015-06-25,2015-06-27,2,GK-14620,Grace Kelly,1,0,428,35,97301.0,3,OFF-AR-10003478,1,2,250,71.632,2015,6,25,0.1382361804434321,78.57941668953063,0.91158732169036,173,171
4848,4848,4849,CA-2015-164469,2015-06-25,2015-06-27,2,GK-14620,Grace Kelly,1,0,428,35,97301.0,3,OFF-AR-10000475,1,2,885,9.328,2015,6,25,0.1266226870359884,9.217317201469305,1.0120081360022035,173,171
4849,4849,4850,CA-2015-107818,2015-09-08,2015-09-14,3,MC-17275,Marc Crier,0,0,363,45,99301.0,3,OFF-AR-10003045,1,2,1295,5.88,2015,9,8,0.2057679995862312,5.350086900897158,1.0990475685570604,248,250
4850,4850,4851,CA-2015-107818,2015-09-08,2015-09-14,3,MC-17275,Marc Crier,0,0,363,45,99301.0,3,FUR-CH-10000454,0,5,838,975.92,2015,9,8,0.2373181207072742,908.554844528286,1.0741453924079722,248,250
4851,4851,4852,CA-2015-107818,2015-09-08,2015-09-14,3,MC-17275,Marc Crier,0,0,363,45,99301.0,3,OFF-AR-10000380,1,2,887,303.84,2015,9,8,0.256949907088527,320.8623514039452,0.9469481186263728,248,250
4852,4852,4853,CA-2015-107818,2015-09-08,2015-09-14,3,MC-17275,Marc Crier,0,0,363,45,99301.0,3,OFF-ST-10000736,1,14,417,485.88,2015,9,8,0.2882295938347546,497.17955215733,0.9772726933191443,248,250
4853,4853,4854,CA-2015-113320,2015-12-12,2015-12-15,2,LH-17155,Logan Haushalter,0,0,340,3,94601.0,3,FUR-FU-10004270,0,9,576,12.54,2015,12,12,0.0620574123458848,11.41964368722129,1.0981078169743947,343,342
4854,4854,4855,CA-2015-113320,2015-12-12,2015-12-15,2,LH-17155,Logan Haushalter,0,0,340,3,94601.0,3,OFF-ST-10000617,1,14,1657,8.94,2015,12,12,0.1460567769218688,9.671424355405088,0.9243726333860726,343,342
4855,4855,4856,CA-2015-113320,2015-12-12,2015-12-15,2,LH-17155,Logan Haushalter,0,0,340,3,94601.0,3,FUR-FU-10001706,0,9,1028,9.24,2015,12,12,0.1443180722983746,9.03112963078015,1.0231278231803884,343,342
4856,4856,4857,CA-2016-137526,2016-01-13,2016-01-17,3,PB-19150,Philip Brown,0,0,265,3,90004.0,3,OFF-BI-10003364,1,3,330,70.008,2016,1,13,0.1466443518763889,63.2724562817708,1.1064530146930576,375,375
4857,4857,4858,CA-2016-137526,2016-01-13,2016-01-17,3,PB-19150,Philip Brown,0,0,265,3,90004.0,3,FUR-FU-10001861,0,9,673,77.6,2016,1,13,0.2805521404678395,74.06054007082945,1.0477914409722844,375,375
4858,4858,4859,CA-2016-137526,2016-01-13,2016-01-17,3,PB-19150,Philip Brown,0,0,265,3,90004.0,3,FUR-FU-10004845,0,9,512,464.85,2016,1,13,0.1466392758251563,420.7510677041333,1.1048100306352082,375,375
4859,4859,4860,CA-2018-136063,2018-12-15,2018-12-19,3,SS-20140,Saphhira Shifley,1,0,339,11,60302.0,0,OFF-AR-10000823,1,2,1111,10.192,2018,12,15,0.2748433684462208,11.034428447073566,0.9236545462128593,1442,1442
4860,4860,4861,CA-2017-101546,2017-12-18,2017-12-24,3,GK-14620,Grace Kelly,1,0,312,28,7960.0,1,OFF-BI-10001359,1,3,685,1793.98,2017,12,18,0.153582821278174,1654.6386734811238,1.0842125406302283,1080,1082
4861,4861,4862,CA-2015-138940,2015-04-11,2015-04-16,2,GM-14455,Gary Mitchum,2,0,25,41,78745.0,0,TEC-PH-10001835,2,13,936,758.352,2015,4,11,0.1747179010089295,683.0357142898077,1.110266980385503,98,99
4862,4862,4863,CA-2017-125164,2017-11-10,2017-11-14,3,SH-19975,Sally Hughsby,1,0,327,30,10011.0,1,OFF-BI-10001191,1,3,406,20.368,2017,11,10,0.1462987472695012,19.43093324254009,1.048225514737933,1042,1042
4863,4863,4864,CA-2017-125164,2017-11-10,2017-11-14,3,SH-19975,Sally Hughsby,1,0,327,30,10011.0,1,OFF-BI-10003982,1,3,1624,49.848,2017,11,10,0.1184400059932839,52.34738984388348,0.9522537828278076,1042,1042
4864,4864,4865,CA-2018-163531,2018-06-26,2018-06-30,3,SC-20725,Steven Cartwright,0,0,327,30,10024.0,1,TEC-PH-10001425,2,13,1095,239.97,2018,6,26,0.264593925212393,255.16503303704835,0.9404501751035688,1270,1270
4865,4865,4866,CA-2018-122490,2018-11-13,2018-11-18,3,TT-21070,Ted Trevino,0,0,450,45,98103.0,3,FUR-CH-10001215,0,5,768,2404.704,2018,11,13,0.1234315493648671,2565.7979360139084,0.9372148781660588,1410,1411
4866,4866,4867,CA-2018-122490,2018-11-13,2018-11-18,3,TT-21070,Ted Trevino,0,0,450,45,98103.0,3,OFF-BI-10001718,1,3,683,563.024,2018,11,13,0.1742838894466761,511.0062130907784,1.101794822795982,1410,1411
4867,4867,4868,CA-2018-122490,2018-11-13,2018-11-18,3,TT-21070,Ted Trevino,0,0,450,45,98103.0,3,OFF-ST-10000991,1,14,1475,344.91,2018,11,13,0.2058551443624451,377.99002328802,0.9124844010424747,1410,1411
4868,4868,4869,CA-2018-122490,2018-11-13,2018-11-18,3,TT-21070,Ted Trevino,0,0,450,45,98103.0,3,OFF-LA-10001613,1,10,242,8.64,2018,11,13,0.2084160831558359,7.950138281142885,1.086773549649245,1410,1411
4869,4869,4870,CA-2018-131366,2018-11-24,2018-11-29,3,SC-20440,Shaun Chance,1,0,241,36,17602.0,1,TEC-PH-10003437,2,13,344,89.988,2018,11,24,0.0700659024674973,89.96385525796784,1.000268382696172,1421,1422
4870,4870,4871,CA-2018-131366,2018-11-24,2018-11-29,3,SC-20440,Shaun Chance,1,0,241,36,17602.0,1,OFF-PA-10000675,1,12,1703,229.544,2018,11,24,0.0537273857236817,216.9391206586757,1.058103302452103,1421,1422
4871,4871,4872,CA-2018-164042,2018-05-23,2018-05-27,3,KL-16645,Ken Lonsdale,0,0,207,41,77095.0,0,OFF-FA-10000840,1,8,1198,1.824,2018,5,23,0.1261078125086285,1.6539545326204137,1.102811452204903,1236,1236
4872,4872,4873,CA-2018-164042,2018-05-23,2018-05-27,3,KL-16645,Ken Lonsdale,0,0,207,41,77095.0,0,OFF-AP-10001947,1,1,51,18.32,2018,5,23,0.1670713222959317,16.588365203694277,1.1043885141810166,1236,1236
4873,4873,4874,CA-2018-164042,2018-05-23,2018-05-27,3,KL-16645,Ken Lonsdale,0,0,207,41,77095.0,0,OFF-ST-10002301,1,14,1549,48.816,2018,5,23,0.0696459343199994,51.488213339874655,0.9481004842363568,1236,1236
4874,4874,4875,CA-2018-164042,2018-05-23,2018-05-27,3,KL-16645,Ken Lonsdale,0,0,207,41,77095.0,0,OFF-BI-10001922,1,3,1510,1.188,2018,5,23,0.0905723139443101,1.1857492816334965,1.001898140189807,1236,1236
4875,4875,4876,CA-2015-132864,2015-12-02,2015-12-07,3,KN-16390,Katherine Nockton,1,0,94,33,43229.0,1,TEC-AC-10001267,2,0,912,119.8,2015,12,2,0.2240780042150561,111.99334503207965,1.06970641840981,333,334
4876,4876,4877,US-2015-155817,2015-10-03,2015-10-09,3,SL-20155,Sara Luxemburg,2,0,128,31,27707.0,2,OFF-ST-10000532,1,14,124,61.568,2015,10,3,0.0933882254941179,67.43840920213532,0.912951546876799,273,275
4877,4877,4878,US-2015-155817,2015-10-03,2015-10-09,3,SL-20155,Sara Luxemburg,2,0,128,31,27707.0,2,OFF-AR-10002335,1,2,495,6.192,2015,10,3,0.2007588110980019,6.458530283914818,0.9587320532383936,273,275
4878,4878,4879,US-2017-131891,2017-07-29,2017-07-31,0,PW-19240,Pierre Wener,0,0,368,8,32503.0,2,OFF-BI-10000201,1,3,271,2.214,2017,7,29,0.0839107987751218,2.356916613906411,0.9393628891819223,938,936
4879,4879,4880,CA-2018-143567,2018-11-02,2018-11-05,2,TB-21175,Thomas Boland,1,0,194,15,42420.0,2,OFF-EN-10004846,1,7,981,5.32,2018,11,2,0.2797596141171051,4.866664503531415,1.093151170815171,1399,1398
4880,4880,4881,CA-2018-143567,2018-11-02,2018-11-05,2,TB-21175,Thomas Boland,1,0,194,15,42420.0,2,FUR-CH-10000454,0,5,838,975.92,2018,11,2,0.1179406904107421,1007.7745556805396,0.9683911887822684,1399,1398
4881,4881,4882,CA-2018-143567,2018-11-02,2018-11-05,2,TB-21175,Thomas Boland,1,0,194,15,42420.0,2,TEC-AC-10004145,2,0,1019,2249.91,2018,11,2,0.2266763852119591,2432.2448335533877,0.9250343423334544,1399,1398
4882,4882,4883,CA-2018-143567,2018-11-02,2018-11-05,2,TB-21175,Thomas Boland,1,0,194,15,42420.0,2,OFF-ST-10001580,1,14,1519,59.92,2018,11,2,0.0891525555623728,61.24335263985754,0.9783918975233192,1399,1398
4883,4883,4884,CA-2018-104080,2018-03-08,2018-03-15,3,AH-10210,Alan Hwang,0,0,9,3,92804.0,3,OFF-BI-10003876,1,3,780,171.2,2018,3,8,0.2968302642729949,184.66145190257757,0.9271019925172068,1160,1163
4884,4884,4885,CA-2018-104080,2018-03-08,2018-03-15,3,AH-10210,Alan Hwang,0,0,9,3,92804.0,3,OFF-AR-10001972,1,2,1129,3.36,2018,3,8,0.1837080616975278,3.2236688935633,1.0422906666093754,1160,1163
4885,4885,4886,CA-2015-151379,2015-12-16,2015-12-20,3,SC-20695,Steve Chapman,1,0,123,20,48227.0,0,OFF-PA-10000595,1,12,1714,114.2,2015,12,16,0.2345207324880159,103.31059510268058,1.1054045317084509,347,347
4886,4886,4887,CA-2017-163167,2017-11-28,2017-12-01,2,RF-19345,Randy Ferguson,1,0,279,9,30062.0,2,FUR-CH-10004477,0,5,763,182.67,2017,11,28,0.1629677056093851,176.48004788489956,1.0350745151607026,1060,1059
4887,4887,4888,CA-2017-163167,2017-11-28,2017-12-01,2,RF-19345,Randy Ferguson,1,0,279,9,30062.0,2,TEC-AC-10003441,2,0,960,101.7,2017,11,28,0.2790961335319884,100.38837842622875,1.0130654722621613,1060,1059
4888,4888,4889,CA-2017-163167,2017-11-28,2017-12-01,2,RF-19345,Randy Ferguson,1,0,279,9,30062.0,2,OFF-ST-10004459,1,14,1555,1126.02,2017,11,28,0.0869827782932323,1159.3654165405255,0.971238216989406,1060,1059
4889,4889,4890,CA-2017-163167,2017-11-28,2017-12-01,2,RF-19345,Randy Ferguson,1,0,279,9,30062.0,2,OFF-ST-10003805,1,14,14,1263.3,2017,11,28,0.2668977855052912,1252.4650980514086,1.0086508613816452,1060,1059
4890,4890,4891,CA-2017-135776,2017-12-23,2017-12-30,3,EH-13765,Edward Hooks,1,0,450,45,98103.0,3,OFF-AR-10001246,1,2,1122,8.82,2017,12,23,0.0622798336058738,9.01924379696428,0.9779090352307204,1085,1088
4891,4891,4892,CA-2017-135776,2017-12-23,2017-12-30,3,EH-13765,Edward Hooks,1,0,450,45,98103.0,3,OFF-PA-10001295,1,12,464,37.94,2017,12,23,0.0658552666574618,39.60183603295086,0.9580363892328596,1085,1088
4892,4892,4893,CA-2017-135776,2017-12-23,2017-12-30,3,EH-13765,Edward Hooks,1,0,450,45,98103.0,3,OFF-AR-10001231,1,2,1409,4.2,2017,12,23,0.1942908703879635,3.9454043467220026,1.0645296732360336,1085,1088
4893,4893,4894,CA-2017-135776,2017-12-23,2017-12-30,3,EH-13765,Edward Hooks,1,0,450,45,98103.0,3,OFF-ST-10002743,1,14,1363,227.28,2017,12,23,0.2710232550512793,234.51530749960733,0.9691478241793686,1085,1088
4894,4894,4895,CA-2017-135776,2017-12-23,2017-12-30,3,EH-13765,Edward Hooks,1,0,450,45,98103.0,3,OFF-PA-10004327,1,12,1695,47.9,2017,12,23,0.1242050615742956,46.84892305168474,1.022435455926184,1085,1088
4895,4895,4896,CA-2017-135776,2017-12-23,2017-12-30,3,EH-13765,Edward Hooks,1,0,450,45,98103.0,3,OFF-EN-10004773,1,7,1492,61.96,2017,12,23,0.0974913600268193,62.22591502120879,0.9957266193495404,1085,1088
4896,4896,4897,CA-2017-135776,2017-12-23,2017-12-30,3,EH-13765,Edward Hooks,1,0,450,45,98103.0,3,OFF-ST-10003470,1,14,1556,1117.92,2017,12,23,0.1566439455330465,1213.7091973923127,0.9210773078113618,1085,1088
4897,4897,4898,US-2015-122021,2015-10-15,2015-10-17,0,AC-10660,Anna Chung,0,0,361,33,44134.0,1,FUR-CH-10003761,0,5,755,183.372,2015,10,15,0.2000964054965509,201.64582849984367,0.90937661028848,285,283
4898,4898,4899,US-2015-122021,2015-10-15,2015-10-17,0,AC-10660,Anna Chung,0,0,361,33,44134.0,1,OFF-PA-10002230,1,12,1679,7.968,2015,10,15,0.2879525026520524,7.415664460408074,1.0744822722954663,285,283
4899,4899,4900,CA-2017-130484,2017-08-22,2017-08-27,3,SG-20470,Sheri Gordon,0,0,181,35,97030.0,3,OFF-BI-10000088,1,3,688,26.352,2017,8,22,0.1965301906790447,24.13445508371609,1.0918829494426878,962,963
0,4900,4901,CA-2018-120936,2018-12-17,2018-12-21,3,CA-12310,Christine Abelman,1,0,9,3,92804.0,3,OFF-ST-10001526,1,14,904,481.32,2018,12,17,0.2803736289564126,434.1367026624792,1.108683041650601,1444,1444
1,4901,4902,CA-2018-120936,2018-12-17,2018-12-21,3,CA-12310,Christine Abelman,1,0,9,3,92804.0,3,OFF-SU-10002557,1,15,670,13.98,2018,12,17,0.1070386669181646,13.913672878788546,1.0047670461846614,1444,1444
2,4902,4903,CA-2018-110884,2018-03-07,2018-03-12,3,SH-20395,Shahid Hopkins,0,0,327,30,10035.0,1,OFF-BI-10003669,1,3,23,25.92,2018,3,7,0.2172396485848396,23.577711300059978,1.099343344658481,1159,1160
3,4903,4904,CA-2018-110884,2018-03-07,2018-03-12,3,SH-20395,Shahid Hopkins,0,0,327,30,10035.0,1,OFF-LA-10003510,1,10,178,91.59,2018,3,7,0.2453487990214269,93.01843221080414,0.9846435574449705,1159,1160
4,4904,4905,US-2015-161613,2015-12-01,2015-12-03,2,MC-17605,Matt Connell,1,0,207,41,77070.0,0,FUR-CH-10003746,0,5,831,674.058,2015,12,1,0.1940149356540809,625.8093871096567,1.077097937301936,332,330
5,4905,4906,US-2015-146353,2015-10-14,2015-10-16,2,JE-15610,Jim Epp,1,0,96,27,3301.0,1,OFF-BI-10003476,1,3,258,22.92,2015,10,14,0.0524410292316058,22.407706239362746,1.0228623918559467,284,282
6,4906,4907,US-2015-146353,2015-10-14,2015-10-16,2,JE-15610,Jim Epp,1,0,96,27,3301.0,1,OFF-ST-10001469,1,14,632,269.9,2015,10,14,0.2132589865264259,272.60241871096554,0.9900865930546608,284,282
7,4907,4908,CA-2015-133809,2015-11-18,2015-11-23,2,MS-17530,MaryBeth Skach,0,0,147,33,45014.0,1,OFF-BI-10001757,1,3,1307,11.808,2015,11,18,0.1469986865012252,12.602443205821777,0.9369611754762937,319,320
8,4908,4909,CA-2015-133809,2015-11-18,2015-11-23,2,MS-17530,MaryBeth Skach,0,0,147,33,45014.0,1,TEC-PH-10004875,2,13,1224,9.588,2015,11,18,0.2228681343960469,9.384461540232111,1.0216888799528132,319,320
9,4909,4910,CA-2018-127306,2018-01-14,2018-01-18,3,BH-11710,Brosina Hoffman,0,0,219,40,37604.0,2,OFF-EN-10001219,1,7,5,18.336,2018,1,14,0.1057546053902004,17.10710756819196,1.0718351963889543,1107,1107
10,4910,4911,CA-2018-127306,2018-01-14,2018-01-18,3,BH-11710,Brosina Hoffman,0,0,219,40,37604.0,2,OFF-PA-10000019,1,12,1717,36.288,2018,1,14,0.1282630926800904,36.66351942162762,0.9897576820896768,1107,1107
11,4911,4912,CA-2018-127306,2018-01-14,2018-01-18,3,BH-11710,Brosina Hoffman,0,0,219,40,37604.0,2,TEC-PH-10001924,2,13,1843,111.984,2018,1,14,0.2023644709762908,113.56112484594296,0.986112106162364,1107,1107
12,4912,4913,CA-2018-127306,2018-01-14,2018-01-18,3,BH-11710,Brosina Hoffman,0,0,219,40,37604.0,2,OFF-BI-10002003,1,3,900,5.97,2018,1,14,0.2777912220654767,6.0974995051580105,0.9790898703558472,1107,1107
13,4913,4914,CA-2018-127306,2018-01-14,2018-01-18,3,BH-11710,Brosina Hoffman,0,0,219,40,37604.0,2,OFF-BI-10003727,1,3,240,2.508,2018,1,14,0.1767922400221606,2.610374249058691,0.9607817733048786,1107,1107
14,4914,4915,CA-2016-161830,2016-09-24,2016-09-26,2,ME-17725,Max Engle,0,0,450,45,98105.0,3,OFF-AR-10004042,1,2,279,35.96,2016,9,24,0.245336295923738,36.44052012277491,0.986813576722946,630,628
15,4915,4916,CA-2016-161830,2016-09-24,2016-09-26,2,ME-17725,Max Engle,0,0,450,45,98105.0,3,OFF-BI-10001097,1,3,256,14.952,2016,9,24,0.2159089050894542,14.828335289627605,1.008339756820774,630,628
16,4916,4917,CA-2018-163125,2018-10-09,2018-10-11,2,MB-17305,Maria Bertelson,0,0,250,41,77573.0,0,OFF-AR-10004344,1,2,375,67.144,2018,10,9,0.1581563873216633,68.29834393576529,0.983098507676102,1375,1373
17,4917,4918,CA-2018-163125,2018-10-09,2018-10-11,2,MB-17305,Maria Bertelson,0,0,250,41,77573.0,0,FUR-CH-10001802,0,5,840,254.058,2018,10,9,0.1435504461878578,261.8033777503909,0.970415287163424,1375,1373
18,4918,4919,CA-2017-160304,2017-01-02,2017-01-07,3,BM-11575,Brendan Murry,1,0,161,18,20877.0,1,FUR-BO-10004709,0,4,390,173.94,2017,1,2,0.2118119373574992,186.85415783144,0.9308864304582948,730,731
19,4919,4920,CA-2017-160304,2017-01-02,2017-01-07,3,BM-11575,Brendan Murry,1,0,161,18,20877.0,1,TEC-PH-10000455,2,13,723,231.98,2017,1,2,0.2965056856202909,243.99150630413789,0.9507708014673042,730,731
20,4920,4921,CA-2018-101728,2018-08-19,2018-08-23,3,SC-20575,Sonia Cooley,0,0,80,11,60653.0,0,OFF-BI-10002393,1,3,329,2.296,2018,8,19,0.0729722599452549,2.1983132550808997,1.0444371359237907,1324,1324
